"Basename","Sample_Name","Sample_Plate","Sample_Well","Sentrix_ID","Sentrix_Position","Sample_Group","Pool_ID"
"208234690059_R08C01","431-BG02737","Plate22","H4",208234690059,"R08C01","431-BG02737",NA
"208230270016_R01C01","431-BG02730","Plate22","A5",208230270016,"R01C01","431-BG02730",NA
"208230270016_R02C01","431-BG02729","Plate22","B5",208230270016,"R02C01","431-BG02729",NA
"208230270016_R03C01","431-BG02732","Plate22","C5",208230270016,"R03C01","431-BG02732",NA
"208230270016_R04C01","431-BG02722","Plate22","D5",208230270016,"R04C01","431-BG02722",NA
"208230270016_R05C01","431-BG02723","Plate22","E5",208230270016,"R05C01","431-BG02723",NA
"208230270016_R06C01","431-BG02696","Plate22","F5",208230270016,"R06C01","431-BG02696",NA
"208230270016_R07C01","431-BG02725","Plate22","G5",208230270016,"R07C01","431-BG02725",NA
"208230270016_R08C01","431-BG02695","Plate22","H5",208230270016,"R08C01","431-BG02695",NA
"208234690026_R01C01","431-BG02694","Plate22","A6",208234690026,"R01C01","431-BG02694",NA
"208234690026_R02C01","431-BG02711","Plate22","B6",208234690026,"R02C01","431-BG02711",NA
"208234690026_R03C01","431-BG02687","Plate22","C6",208234690026,"R03C01","431-BG02687",NA
"208234690026_R04C01","431-BG02699","Plate22","D6",208234690026,"R04C01","431-BG02699",NA
"208234690026_R05C01","431-BG02678","Plate22","E6",208234690026,"R05C01","431-BG02678",NA
"208234690026_R06C01","431-BG02673","Plate22","F6",208234690026,"R06C01","431-BG02673",NA
"208234690026_R07C01","431-BG02721","Plate22","G6",208234690026,"R07C01","431-BG02721",NA
"208234690026_R08C01","431-BG02713","Plate22","H6",208234690026,"R08C01","431-BG02713",NA
"208230260042_R01C01","431-BG02719","Plate22","A7",208230260042,"R01C01","431-BG02719",NA
"208230260042_R02C01","431-BG02676","Plate22","B7",208230260042,"R02C01","431-BG02676",NA
"208230260042_R03C01","431-BG02708","Plate22","C7",208230260042,"R03C01","431-BG02708",NA
"208230260042_R04C01","431-BG02706","Plate22","D7",208230260042,"R04C01","431-BG02706",NA
"208230260042_R05C01","431-BG02705","Plate22","E7",208230260042,"R05C01","431-BG02705",NA
"208230260042_R06C01","431-BG02707","Plate22","F7",208230260042,"R06C01","431-BG02707",NA
"208230260042_R07C01","431-BG02716","Plate22","G7",208230260042,"R07C01","431-BG02716",NA
"208230260042_R08C01","431-BG02681","Plate22","H7",208230260042,"R08C01","431-BG02681",NA
"208230260031_R01C01","431-BG02714","Plate22","A8",208230260031,"R01C01","431-BG02714",NA
"208230260031_R02C01","431-BG02703","Plate22","B8",208230260031,"R02C01","431-BG02703",NA
"208230260031_R03C01","431-BG02697","Plate22","C8",208230260031,"R03C01","431-BG02697",NA
"208230260031_R04C01","431-BG02710","Plate22","D8",208230260031,"R04C01","431-BG02710",NA
"208230260031_R05C01","431-BG02686","Plate22","E8",208230260031,"R05C01","431-BG02686",NA
"208230260031_R06C01","431-BG02637","Plate22","F8",208230260031,"R06C01","431-BG02637",NA
"208230260031_R07C01","431-BG02646","Plate22","G8",208230260031,"R07C01","431-BG02646",NA
"208230260031_R08C01","431-BG02657","Plate22","H8",208230260031,"R08C01","431-BG02657",NA
"208230260045_R01C01","431-BG02701","Plate22","A9",208230260045,"R01C01","431-BG02701",NA
"208230260045_R02C01","431-BG02653","Plate22","B9",208230260045,"R02C01","431-BG02653",NA
"208230260045_R03C01","431-BG02702","Plate22","C9",208230260045,"R03C01","431-BG02702",NA
"208230260045_R04C01","431-BG02239","Plate22","D9",208230260045,"R04C01","431-BG02239",NA
"208230260045_R05C01","431-BG02700","Plate22","E9",208230260045,"R05C01","431-BG02700",NA
"208230260045_R06C01","431-BG02682","Plate22","F9",208230260045,"R06C01","431-BG02682",NA
"208230260045_R07C01","431-BG02688","Plate22","G9",208230260045,"R07C01","431-BG02688",NA
"208230260045_R08C01","431-BG02669","Plate22","H9",208230260045,"R08C01","431-BG02669",NA
"208230260044_R01C01","431-BG02683","Plate22","A10",208230260044,"R01C01","431-BG02683",NA
"208230260044_R02C01","431-BG02473","Plate22","B10",208230260044,"R02C01","431-BG02473",NA
"208230260044_R03C01","431-BG02625","Plate22","C10",208230260044,"R03C01","431-BG02625",NA
"208230260044_R04C01","431-BG02679","Plate22","D10",208230260044,"R04C01","431-BG02679",NA
"208230260044_R05C01","431-BG02651","Plate22","E10",208230260044,"R05C01","431-BG02651",NA
"208230260044_R06C01","431-BG02664","Plate22","F10",208230260044,"R06C01","431-BG02664",NA
"208230260044_R07C01","431-BG02652","Plate22","G10",208230260044,"R07C01","431-BG02652",NA
"208230260044_R08C01","431-BG02623","Plate22","H10",208230260044,"R08C01","431-BG02623",NA
"208234690027_R01C01","431-BG02578","Plate22","A11",208234690027,"R01C01","431-BG02578",NA
"208234690027_R02C01","431-BG02624","Plate22","B11",208234690027,"R02C01","431-BG02624",NA
"208234690027_R03C01","431-BG02375","Plate22","C11",208234690027,"R03C01","431-BG02375",NA
"208234690027_R04C01","431-BG02418","Plate22","D11",208234690027,"R04C01","431-BG02418",NA
"208234690027_R05C01","431-BG02609","Plate22","E11",208234690027,"R05C01","431-BG02609",NA
"208234690027_R06C01","431-BG02610","Plate22","F11",208234690027,"R06C01","431-BG02610",NA
"208234690027_R07C01","431-BG02607","Plate22","G11",208234690027,"R07C01","431-BG02607",NA
"208234690027_R08C01","431-BG02647","Plate22","H11",208234690027,"R08C01","431-BG02647",NA
"208230260052_R01C01","431-BG02629","Plate22","A12",208230260052,"R01C01","431-BG02629",NA
"208230260052_R02C01","431-BG02630","Plate22","B12",208230260052,"R02C01","431-BG02630",NA
"208230260052_R03C01","431-BG02650","Plate22","C12",208230260052,"R03C01","431-BG02650",NA
"208230260052_R04C01","431-BG00811","Plate22","D12",208230260052,"R04C01","431-BG00811",NA
"208230260052_R05C01","431-BG02656","Plate22","E12",208230260052,"R05C01","431-BG02656",NA
"208230260052_R06C01","431-BG02668","Plate22","F12",208230260052,"R06C01","431-BG02668",NA
"208230260052_R07C01","431-BG02628","Plate22","G12",208230260052,"R07C01","431-BG02628",NA
"208230260052_R08C01","431-BG02590","Plate22","H12",208230260052,"R08C01","431-BG02590",NA
"208234690095_R01C01","431-BG02670","Plate23","A1",208234690095,"R01C01","431-BG02670",NA
"208234690095_R02C01","431-BG02666","Plate23","B1",208234690095,"R02C01","431-BG02666",NA
"208234690095_R03C01","431-BG02627","Plate23","C1",208234690095,"R03C01","431-BG02627",NA
"208234690095_R04C01","431-BG02371","Plate23","D1",208234690095,"R04C01","431-BG02371",NA
"208234690095_R05C01","431-BG02692","Plate23","E1",208234690095,"R05C01","431-BG02692",NA
"208234690095_R06C01","431-BG02665","Plate23","F1",208234690095,"R06C01","431-BG02665",NA
"208234690095_R07C01","431-BG02370","Plate23","G1",208234690095,"R07C01","431-BG02370",NA
"208234690095_R08C01","431-BG02614","Plate23","H1",208234690095,"R08C01","431-BG02614",NA
"208234690072_R01C01","431-BG02655","Plate23","A2",208234690072,"R01C01","431-BG02655",NA
"208234690072_R02C01","431-BG02567","Plate23","B2",208234690072,"R02C01","431-BG02567",NA
"208234690072_R03C01","431-BG02374","Plate23","C2",208234690072,"R03C01","431-BG02374",NA
"208234690072_R04C01","431-BG02636","Plate23","D2",208234690072,"R04C01","431-BG02636",NA
"208234690072_R05C01","431-BG02603","Plate23","E2",208234690072,"R05C01","431-BG02603",NA
"208234690072_R06C01","431-BG02598","Plate23","F2",208234690072,"R06C01","431-BG02598",NA
"208234690072_R07C01","431-BG02662","Plate23","G2",208234690072,"R07C01","431-BG02662",NA
"208234690072_R08C01","431-BG02591","Plate23","H2",208234690072,"R08C01","431-BG02591",NA
"208234690087_R01C01","431-BG02597","Plate23","A3",208234690087,"R01C01","431-BG02597",NA
"208234690087_R02C01","431-BG02626","Plate23","B3",208234690087,"R02C01","431-BG02626",NA
"208234690087_R03C01","431-BG02663","Plate23","C3",208234690087,"R03C01","431-BG02663",NA
"208234690087_R04C01","431-BG02642","Plate23","D3",208234690087,"R04C01","431-BG02642",NA
"208234690087_R05C01","431-BG02641","Plate23","E3",208234690087,"R05C01","431-BG02641",NA
"208234690087_R06C01","431-BG02621","Plate23","F3",208234690087,"R06C01","431-BG02621",NA
"208234690087_R07C01","431-BG02620","Plate23","G3",208234690087,"R07C01","431-BG02620",NA
"208234690087_R08C01","431-BG02307","Plate23","H3",208234690087,"R08C01","431-BG02307",NA
"208234690096_R01C01","431-BG02611","Plate23","A4",208234690096,"R01C01","431-BG02611",NA
"208234690096_R02C01","431-BG02643","Plate23","B4",208234690096,"R02C01","431-BG02643",NA
"208234690096_R03C01","431-BG02644","Plate23","C4",208234690096,"R03C01","431-BG02644",NA
"208234690096_R04C01","431-BG02635","Plate23","D4",208234690096,"R04C01","431-BG02635",NA
"208234690096_R05C01","431-BG02559","Plate23","E4",208234690096,"R05C01","431-BG02559",NA
"208234690096_R06C01","431-BG02639","Plate23","F4",208234690096,"R06C01","431-BG02639",NA
"208234690096_R07C01","431-BG02605","Plate23","G4",208234690096,"R07C01","431-BG02605",NA
"208234690096_R08C01","431-BG02588","Plate23","H4",208234690096,"R08C01","431-BG02588",NA
"208234690007_R01C01","431-BG02583","Plate23","A5",208234690007,"R01C01","431-BG02583",NA
"208234690007_R02C01","431-BG02613","Plate23","B5",208234690007,"R02C01","431-BG02613",NA
"208234690007_R03C01","431-BG02631","Plate23","C5",208234690007,"R03C01","431-BG02631",NA
"208234690007_R04C01","431-BG02633","Plate23","D5",208234690007,"R04C01","431-BG02633",NA
"208234690007_R05C01","431-BG02616","Plate23","E5",208234690007,"R05C01","431-BG02616",NA
"208234690007_R06C01","431-BG02548","Plate23","F5",208234690007,"R06C01","431-BG02548",NA
"208234690007_R07C01","431-BG02549","Plate23","G5",208234690007,"R07C01","431-BG02549",NA
"208234690007_R08C01","431-BG02640","Plate23","H5",208234690007,"R08C01","431-BG02640",NA
"208234690094_R01C01","431-BG02474","Plate23","A6",208234690094,"R01C01","431-BG02474",NA
"208234690094_R02C01","431-BG02594","Plate23","B6",208234690094,"R02C01","431-BG02594",NA
"208234690094_R03C01","431-BG02615","Plate23","C6",208234690094,"R03C01","431-BG02615",NA
"208234690094_R04C01","431-BG02606","Plate23","D6",208234690094,"R04C01","431-BG02606",NA
"208234690094_R05C01","431-BG02618","Plate23","E6",208234690094,"R05C01","431-BG02618",NA
"208234690094_R06C01","431-BG02529","Plate23","F6",208234690094,"R06C01","431-BG02529",NA
"208234690094_R07C01","431-BG02439","Plate23","G6",208234690094,"R07C01","431-BG02439",NA
"208234690094_R08C01","431-BG02617","Plate23","H6",208234690094,"R08C01","431-BG02617",NA
"208234690116_R01C01","431-BG02601","Plate23","A7",208234690116,"R01C01","431-BG02601",NA
"208234690116_R02C01","431-BG02572","Plate23","B7",208234690116,"R02C01","431-BG02572",NA
"208234690116_R03C01","431-BG02556","Plate23","C7",208234690116,"R03C01","431-BG02556",NA
"208234690116_R04C01","431-BG02573","Plate23","D7",208234690116,"R04C01","431-BG02573",NA
"208234690116_R05C01","431-BG02602","Plate23","E7",208234690116,"R05C01","431-BG02602",NA
"208234690116_R06C01","431-BG02574","Plate23","F7",208234690116,"R06C01","431-BG02574",NA
"208234690116_R07C01","431-BG02553","Plate23","G7",208234690116,"R07C01","431-BG02553",NA
"208234690116_R08C01","431-BG02568","Plate23","H7",208234690116,"R08C01","431-BG02568",NA
"208234690069_R01C01","431-BG02589","Plate23","A8",208234690069,"R01C01","431-BG02589",NA
"208234690069_R02C01","431-BG02604","Plate23","B8",208234690069,"R02C01","431-BG02604",NA
"208234690069_R03C01","431-BG02557","Plate23","C8",208234690069,"R03C01","431-BG02557",NA
"208234690069_R04C01","431-BG02563","Plate23","D8",208234690069,"R04C01","431-BG02563",NA
"208234690069_R05C01","431-BG02565","Plate23","E8",208234690069,"R05C01","431-BG02565",NA
"208234690069_R06C01","431-BG02585","Plate23","F8",208234690069,"R06C01","431-BG02585",NA
"208234690069_R07C01","431-BG02584","Plate23","G8",208234690069,"R07C01","431-BG02584",NA
"208234690069_R08C01","431-BG02586","Plate23","H8",208234690069,"R08C01","431-BG02586",NA
"208234690041_R01C01","431-BG02566","Plate23","A9",208234690041,"R01C01","431-BG02566",NA
"208234690041_R02C01","431-BG02555","Plate23","B9",208234690041,"R02C01","431-BG02555",NA
"208234690041_R03C01","431-BG02569","Plate23","C9",208234690041,"R03C01","431-BG02569",NA
"208234690041_R04C01","431-BG02579","Plate23","D9",208234690041,"R04C01","431-BG02579",NA
"208234690041_R05C01","431-BG02595","Plate23","E9",208234690041,"R05C01","431-BG02595",NA
"208234690041_R06C01","431-BG02587","Plate23","F9",208234690041,"R06C01","431-BG02587",NA
"208234690041_R07C01","431-BG02526","Plate23","G9",208234690041,"R07C01","431-BG02526",NA
"208234690041_R08C01","431-BG02466","Plate23","H9",208234690041,"R08C01","431-BG02466",NA
"208234690024_R01C01","431-BG02527","Plate23","A10",208234690024,"R01C01","431-BG02527",NA
"208234690024_R02C01","431-BG02546","Plate23","B10",208234690024,"R02C01","431-BG02546",NA
"208234690024_R03C01","431-BG02506","Plate23","C10",208234690024,"R03C01","431-BG02506",NA
"208234690024_R04C01","431-BG50001","Plate23","D10",208234690024,"R04C01","431-BG50001",NA
"208234690024_R05C01","431-BG01835","Plate23","E10",208234690024,"R05C01","431-BG01835",NA
"208234690024_R06C01","431-BG50002","Plate23","F10",208234690024,"R06C01","431-BG50002",NA
"208234690024_R07C01","431-BG00346","Plate23","G10",208234690024,"R07C01","431-BG00346",NA
"208234690024_R08C01","431-BG50003","Plate23","H10",208234690024,"R08C01","431-BG50003",NA
"208234690021_R01C01","431-BG50004","Plate23","A11",208234690021,"R01C01","431-BG50004",NA
"208234690021_R02C01","431-BG00454","Plate23","B11",208234690021,"R02C01","431-BG00454",NA
"208234690021_R03C01","431-BG50005","Plate23","C11",208234690021,"R03C01","431-BG50005",NA
"208234690021_R04C01","431-BG50006","Plate23","D11",208234690021,"R04C01","431-BG50006",NA
"208234690021_R05C01","431-BG50007","Plate23","E11",208234690021,"R05C01","431-BG50007",NA
"208234690021_R06C01","431-BG50008","Plate23","F11",208234690021,"R06C01","431-BG50008",NA
"208234690021_R07C01","431-BG50009","Plate23","G11",208234690021,"R07C01","431-BG50009",NA
"208234690021_R08C01","431-BG50011","Plate23","H11",208234690021,"R08C01","431-BG50011",NA
"208234690071_R01C01","431-BG50014","Plate23","A12",208234690071,"R01C01","431-BG50014",NA
"208234690071_R02C01","431-BG50015","Plate23","B12",208234690071,"R02C01","431-BG50015",NA
"208234690071_R03C01","431-BG50016","Plate23","C12",208234690071,"R03C01","431-BG50016",NA
"208234690071_R04C01","431-BG50017","Plate23","D12",208234690071,"R04C01","431-BG50017",NA
"208234690071_R05C01","431-BG50018","Plate23","E12",208234690071,"R05C01","431-BG50018",NA
"208234690071_R06C01","431-BG50019","Plate23","F12",208234690071,"R06C01","431-BG50019",NA
"208234690071_R07C01","431-BG50020","Plate23","G12",208234690071,"R07C01","431-BG50020",NA
"208234690071_R08C01","431-BG50021","Plate23","H12",208234690071,"R08C01","431-BG50021",NA
"208234690037_R01C01","431-BG50023","Plate24","A1",208234690037,"R01C01","431-BG50023",NA
"208234690037_R02C01","431-BG50022","Plate24","B1",208234690037,"R02C01","431-BG50022",NA
"208234690037_R03C01","431-BG50025","Plate24","C1",208234690037,"R03C01","431-BG50025",NA
"208234690037_R04C01","431-BG50026","Plate24","D1",208234690037,"R04C01","431-BG50026",NA
"208234690037_R05C01","431-BG50027","Plate24","E1",208234690037,"R05C01","431-BG50027",NA
"208234690037_R06C01","431-BG50028","Plate24","F1",208234690037,"R06C01","431-BG50028",NA
"208234690037_R07C01","431-BG50029","Plate24","G1",208234690037,"R07C01","431-BG50029",NA
"208234690037_R08C01","431-BG50031","Plate24","H1",208234690037,"R08C01","431-BG50031",NA
"208234690108_R01C01","431-BG50032","Plate24","A2",208234690108,"R01C01","431-BG50032",NA
"208234690108_R02C01","431-BG50033","Plate24","B2",208234690108,"R02C01","431-BG50033",NA
"208234690108_R03C01","431-BG50030","Plate24","C2",208234690108,"R03C01","431-BG50030",NA
"208234690108_R04C01","431-BG50034","Plate24","D2",208234690108,"R04C01","431-BG50034",NA
"208234690108_R05C01","431-BG50035","Plate24","E2",208234690108,"R05C01","431-BG50035",NA
"208234690108_R06C01","431-BG50038","Plate24","F2",208234690108,"R06C01","431-BG50038",NA
"208234690108_R07C01","431-BG50039","Plate24","G2",208234690108,"R07C01","431-BG50039",NA
"208234690108_R08C01","431-BG50040","Plate24","H2",208234690108,"R08C01","431-BG50040",NA
"208234690102_R01C01","431-BG50041","Plate24","A3",208234690102,"R01C01","431-BG50041",NA
"208234690102_R02C01","431-BG50042","Plate24","B3",208234690102,"R02C01","431-BG50042",NA
"208234690102_R03C01","431-BG50043","Plate24","C3",208234690102,"R03C01","431-BG50043",NA
"208234690102_R04C01","431-BG50045","Plate24","D3",208234690102,"R04C01","431-BG50045",NA
"208234690102_R05C01","431-BG50046","Plate24","E3",208234690102,"R05C01","431-BG50046",NA
"208234690102_R06C01","431-BG50047","Plate24","F3",208234690102,"R06C01","431-BG50047",NA
"208234690102_R07C01","431-BG50048","Plate24","G3",208234690102,"R07C01","431-BG50048",NA
"208234690102_R08C01","431-BG50049","Plate24","H3",208234690102,"R08C01","431-BG50049",NA
"208234690049_R01C01","431-BG50056","Plate24","A4",208234690049,"R01C01","431-BG50056",NA
"208234690049_R02C01","431-BG50057","Plate24","B4",208234690049,"R02C01","431-BG50057",NA
"208234690049_R03C01","431-BG50058","Plate24","C4",208234690049,"R03C01","431-BG50058",NA
"208234690049_R04C01","431-BG50060","Plate24","D4",208234690049,"R04C01","431-BG50060",NA
"208234690049_R05C01","431-BG50061","Plate24","E4",208234690049,"R05C01","431-BG50061",NA
"208234690049_R06C01","431-BG50078","Plate24","F4",208234690049,"R06C01","431-BG50078",NA
"208234690049_R07C01","431-BG50091","Plate24","G4",208234690049,"R07C01","431-BG50091",NA
"208234690049_R08C01","431-BG50088","Plate24","H4",208234690049,"R08C01","431-BG50088",NA
"208234690022_R01C01","431-BG50079","Plate24","A5",208234690022,"R01C01","431-BG50079",NA
"208234690022_R02C01","431-BG50092","Plate24","B5",208234690022,"R02C01","431-BG50092",NA
"208234690022_R03C01","431-BG50072","Plate24","C5",208234690022,"R03C01","431-BG50072",NA
"208234690022_R04C01","431-BG50089","Plate24","D5",208234690022,"R04C01","431-BG50089",NA
"208234690022_R05C01","431-BG50090","Plate24","E5",208234690022,"R05C01","431-BG50090",NA
"208234690022_R06C01","431-BG50024","Plate24","F5",208234690022,"R06C01","431-BG50024",NA
"208234690022_R07C01","431-BG50083","Plate24","G5",208234690022,"R07C01","431-BG50083",NA
"208234690022_R08C01","431-BG50084","Plate24","H5",208234690022,"R08C01","431-BG50084",NA
"208234690008_R01C01","431-BG50080","Plate24","A6",208234690008,"R01C01","431-BG50080",NA
"208234690008_R02C01","431-BG50075","Plate24","B6",208234690008,"R02C01","431-BG50075",NA
"208234690008_R03C01","431-BG50086","Plate24","C6",208234690008,"R03C01","431-BG50086",NA
"208234690008_R04C01","431-BG50068","Plate24","D6",208234690008,"R04C01","431-BG50068",NA
"208234690008_R05C01","431-BG50063","Plate24","E6",208234690008,"R05C01","431-BG50063",NA
"208234690008_R06C01","431-BG50085","Plate24","F6",208234690008,"R06C01","431-BG50085",NA
"208234690008_R07C01","431-BG50081","Plate24","G6",208234690008,"R07C01","431-BG50081",NA
"208234690008_R08C01","431-BG50052","Plate24","H6",208234690008,"R08C01","431-BG50052",NA
"208234690023_R01C01","431-BG50077","Plate24","A7",208234690023,"R01C01","431-BG50077",NA
"208234690023_R02C01","431-BG50076","Plate24","B7",208234690023,"R02C01","431-BG50076",NA
"208234690023_R03C01","431-BG50073","Plate24","C7",208234690023,"R03C01","431-BG50073",NA
"208234690023_R04C01","431-BG50071","Plate24","D7",208234690023,"R04C01","431-BG50071",NA
"208234690023_R05C01","431-BG50069","Plate24","E7",208234690023,"R05C01","431-BG50069",NA
"208234690023_R06C01","431-BG50066","Plate24","F7",208234690023,"R06C01","431-BG50066",NA
"208234690023_R07C01","431-BG50070","Plate24","G7",208234690023,"R07C01","431-BG50070",NA
"208234690023_R08C01","431-BG50074","Plate24","H7",208234690023,"R08C01","431-BG50074",NA
"208234690064_R01C01","431-BG50064","Plate24","A8",208234690064,"R01C01","431-BG50064",NA
"208234690064_R02C01","431-BG50067","Plate24","B8",208234690064,"R02C01","431-BG50067",NA
"208234690064_R03C01","431-BG00384","Plate24","C8",208234690064,"R03C01","431-BG00384",NA
"208234690064_R04C01","431-BG50065","Plate24","D8",208234690064,"R04C01","431-BG50065",NA
"208234690064_R05C01","431-BG02923","Plate24","E8",208234690064,"R05C01","431-BG02923",NA
"208234690064_R06C01","431-BG02237","Plate24","F8",208234690064,"R06C01","431-BG02237",NA
"208234690064_R07C01","431-BG00193","Plate24","G8",208234690064,"R07C01","431-BG00193",NA
"208234690064_R08C01","431-BG03082","Plate24","H8",208234690064,"R08C01","431-BG03082",NA
"208234690099_R01C01","431-BG02918","Plate24","A9",208234690099,"R01C01","431-BG02918",NA
"208234690099_R02C01","431-BG02882","Plate24","B9",208234690099,"R02C01","431-BG02882",NA
"208234690099_R03C01","431-BG03076","Plate24","C9",208234690099,"R03C01","431-BG03076",NA
"208234690099_R04C01","431-BG02823","Plate24","D9",208234690099,"R04C01","431-BG02823",NA
"208234690099_R05C01","431-BG03084","Plate24","E9",208234690099,"R05C01","431-BG03084",NA
"208234690099_R06C01","431-BG02921","Plate24","F9",208234690099,"R06C01","431-BG02921",NA
"208234690099_R07C01","431-BG02813","Plate24","G9",208234690099,"R07C01","431-BG02813",NA
"208234690099_R08C01","431-BG03086","Plate24","H9",208234690099,"R08C01","431-BG03086",NA
"208234690097_R01C01","431-BG02891","Plate24","A10",208234690097,"R01C01","431-BG02891",NA
"208234690097_R02C01","431-BG02901","Plate24","B10",208234690097,"R02C01","431-BG02901",NA
"208234690097_R03C01","431-BG02895","Plate24","C10",208234690097,"R03C01","431-BG02895",NA
"208234690097_R04C01","431-BG02878","Plate24","D10",208234690097,"R04C01","431-BG02878",NA
"208234690097_R05C01","431-BG02867","Plate24","E10",208234690097,"R05C01","431-BG02867",NA
"208234690097_R06C01","431-BG02893","Plate24","F10",208234690097,"R06C01","431-BG02893",NA
"208234690097_R07C01","431-BG02850","Plate24","G10",208234690097,"R07C01","431-BG02850",NA
"208234690097_R08C01","431-BG02571","Plate24","H10",208234690097,"R08C01","431-BG02571",NA
"208234690065_R01C01","431-BG02837","Plate24","A11",208234690065,"R01C01","431-BG02837",NA
"208234690065_R02C01","431-BG02886","Plate24","B11",208234690065,"R02C01","431-BG02886",NA
"208234690065_R03C01","431-BG02869","Plate24","C11",208234690065,"R03C01","431-BG02869",NA
"208234690065_R04C01","431-BG02855","Plate24","D11",208234690065,"R04C01","431-BG02855",NA
"208234690065_R05C01","431-BG03055","Plate24","E11",208234690065,"R05C01","431-BG03055",NA
"208234690065_R06C01","431-BG03075","Plate24","F11",208234690065,"R06C01","431-BG03075",NA
"208234690065_R07C01","431-BG02874","Plate24","G11",208234690065,"R07C01","431-BG02874",NA
"208234690065_R08C01","431-BG02877","Plate24","H11",208234690065,"R08C01","431-BG02877",NA
"208234690052_R01C01","431-BG03825","Plate24","A12",208234690052,"R01C01","431-BG03825",NA
"208234690052_R02C01","431-BG02974","Plate24","B12",208234690052,"R02C01","431-BG02974",NA
"208234690052_R03C01","431-BG02902","Plate24","C12",208234690052,"R03C01","431-BG02902",NA
"208234690052_R04C01","431-BG02904","Plate24","D12",208234690052,"R04C01","431-BG02904",NA
"208234690052_R05C01","431-BG02910","Plate24","E12",208234690052,"R05C01","431-BG02910",NA
"208234690052_R06C01","431-BG02919","Plate24","F12",208234690052,"R06C01","431-BG02919",NA
"208234690052_R07C01","431-BG03826","Plate24","G12",208234690052,"R07C01","431-BG03826",NA
"208234690052_R08C01","431-BG02885","Plate24","H12",208234690052,"R08C01","431-BG02885",NA
"208230260102_R01C01","431-BG02896","Plate25","A1",208230260102,"R01C01","431-BG02896",NA
"208230260102_R02C01","431-BG02835","Plate25","B1",208230260102,"R02C01","431-BG02835",NA
"208230260102_R03C01","431-BG02899","Plate25","C1",208230260102,"R03C01","431-BG02899",NA
"208230260102_R04C01","431-BG02888","Plate25","D1",208230260102,"R04C01","431-BG02888",NA
"208230260102_R05C01","431-BG02842","Plate25","E1",208230260102,"R05C01","431-BG02842",NA
"208230260102_R06C01","431-BG02920","Plate25","F1",208230260102,"R06C01","431-BG02920",NA
"208230260102_R07C01","431-BG02517","Plate25","G1",208230260102,"R07C01","431-BG02517",NA
"208230260102_R08C01","431-BG02866","Plate25","H1",208230260102,"R08C01","431-BG02866",NA
"208234690004_R01C01","431-BG02841","Plate25","A2",208234690004,"R01C01","431-BG02841",NA
"208234690004_R02C01","431-BG02881","Plate25","B2",208234690004,"R02C01","431-BG02881",NA
"208234690004_R03C01","431-BG03081","Plate25","C2",208234690004,"R03C01","431-BG03081",NA
"208234690004_R04C01","431-BG02894","Plate25","D2",208234690004,"R04C01","431-BG02894",NA
"208234690004_R05C01","431-BG02763","Plate25","E2",208234690004,"R05C01","431-BG02763",NA
"208234690004_R06C01","431-BG02915","Plate25","F2",208234690004,"R06C01","431-BG02915",NA
"208234690004_R07C01","431-BG02879","Plate25","G2",208234690004,"R07C01","431-BG02879",NA
"208234690004_R08C01","431-BG02762","Plate25","H2",208234690004,"R08C01","431-BG02762",NA
"208234690005_R01C01","431-BG02871","Plate25","A3",208234690005,"R01C01","431-BG02871",NA
"208234690005_R02C01","431-BG02799","Plate25","B3",208234690005,"R02C01","431-BG02799",NA
"208234690005_R03C01","431-BG02929","Plate25","C3",208234690005,"R03C01","431-BG02929",NA
"208234690005_R04C01","431-BG03085","Plate25","D3",208234690005,"R04C01","431-BG03085",NA
"208234690005_R05C01","431-BG00907","Plate25","E3",208234690005,"R05C01","431-BG00907",NA
"208234690005_R06C01","431-BG02570","Plate25","F3",208234690005,"R06C01","431-BG02570",NA
"208234690005_R07C01","431-BG02854","Plate25","G3",208234690005,"R07C01","431-BG02854",NA
"208234690005_R08C01","431-BG02932","Plate25","H3",208234690005,"R08C01","431-BG02932",NA
"208234690060_R01C01","431-BG02873","Plate25","A4",208234690060,"R01C01","431-BG02873",NA
"208234690060_R02C01","431-BG02868","Plate25","B4",208234690060,"R02C01","431-BG02868",NA
"208234690060_R03C01","431-BG02857","Plate25","C4",208234690060,"R03C01","431-BG02857",NA
"208234690060_R04C01","431-BG03080","Plate25","D4",208234690060,"R04C01","431-BG03080",NA
"208234690060_R05C01","431-BG02906","Plate25","E4",208234690060,"R05C01","431-BG02906",NA
"208234690060_R06C01","431-BG02876","Plate25","F4",208234690060,"R06C01","431-BG02876",NA
"208234690060_R07C01","431-BG02938","Plate25","G4",208234690060,"R07C01","431-BG02938",NA
"208234690060_R08C01","431-BG02897","Plate25","H4",208234690060,"R08C01","431-BG02897",NA
"208230270018_R01C01","431-BG02887","Plate25","A5",208230270018,"R01C01","431-BG02887",NA
"208230270018_R02C01","431-BG02892","Plate25","B5",208230270018,"R02C01","431-BG02892",NA
"208230270018_R03C01","431-BG02859","Plate25","C5",208230270018,"R03C01","431-BG02859",NA
"208230270018_R04C01","431-BG02852","Plate25","D5",208230270018,"R04C01","431-BG02852",NA
"208230270018_R05C01","431-BG02775","Plate25","E5",208230270018,"R05C01","431-BG02775",NA
"208230270018_R06C01","431-BG02884","Plate25","F5",208230270018,"R06C01","431-BG02884",NA
"208230270018_R07C01","431-BG02748","Plate25","G5",208230270018,"R07C01","431-BG02748",NA
