"Basename","Sample_Name","Sample_Plate","Sample_Well","Sentrix_ID","Sentrix_Position","Sample_Group","Pool_ID"
"208139170165_R07C01","431-BG01700","Plate14","G6",208139170165,"R07C01","431-BG01700",NA
"208139170165_R08C01","431-BG01708","Plate14","H6",208139170165,"R08C01","431-BG01708",NA
"208139170086_R01C01","431-BG01699","Plate14","A7",208139170086,"R01C01","431-BG01699",NA
"208139170086_R02C01","431-BG01698","Plate14","B7",208139170086,"R02C01","431-BG01698",NA
"208139170086_R03C01","431-BG01419","Plate14","C7",208139170086,"R03C01","431-BG01419",NA
"208139170086_R04C01","431-BG01729","Plate14","D7",208139170086,"R04C01","431-BG01729",NA
"208139170086_R05C01","431-BG01712","Plate14","E7",208139170086,"R05C01","431-BG01712",NA
"208139170086_R06C01","431-BG01688","Plate14","F7",208139170086,"R06C01","431-BG01688",NA
"208139170086_R07C01","431-BG01663","Plate14","G7",208139170086,"R07C01","431-BG01663",NA
"208139170086_R08C01","431-BG01754","Plate14","H7",208139170086,"R08C01","431-BG01754",NA
"208138740139_R01C01","431-BG01778","Plate14","A8",208138740139,"R01C01","431-BG01778",NA
"208138740139_R02C01","431-BG01307","Plate14","B8",208138740139,"R02C01","431-BG01307",NA
"208138740139_R03C01","431-BG01745","Plate14","C8",208138740139,"R03C01","431-BG01745",NA
"208138740139_R04C01","431-BG01730","Plate14","D8",208138740139,"R04C01","431-BG01730",NA
"208138740139_R05C01","431-BG01707","Plate14","E8",208138740139,"R05C01","431-BG01707",NA
"208138740139_R06C01","431-BG01750","Plate14","F8",208138740139,"R06C01","431-BG01750",NA
"208138740139_R07C01","431-BG01741","Plate14","G8",208138740139,"R07C01","431-BG01741",NA
"208138740139_R08C01","431-BG01747","Plate14","H8",208138740139,"R08C01","431-BG01747",NA
"208139170085_R01C01","431-BG01734","Plate14","A9",208139170085,"R01C01","431-BG01734",NA
"208139170085_R02C01","431-BG01738","Plate14","B9",208139170085,"R02C01","431-BG01738",NA
"208139170085_R03C01","431-BG01689","Plate14","C9",208139170085,"R03C01","431-BG01689",NA
"208139170085_R04C01","431-BG01726","Plate14","D9",208139170085,"R04C01","431-BG01726",NA
"208139170085_R05C01","431-BG01757","Plate14","E9",208139170085,"R05C01","431-BG01757",NA
"208139170085_R06C01","431-BG01667","Plate14","F9",208139170085,"R06C01","431-BG01667",NA
"208139170085_R07C01","431-BG01670","Plate14","G9",208139170085,"R07C01","431-BG01670",NA
"208139170085_R08C01","431-BG01391","Plate14","H9",208139170085,"R08C01","431-BG01391",NA
"208139170167_R01C01","431-BG01582","Plate14","A10",208139170167,"R01C01","431-BG01582",NA
"208139170167_R02C01","431-BG01671","Plate14","B10",208139170167,"R02C01","431-BG01671",NA
"208139170167_R03C01","431-BG01446","Plate14","C10",208139170167,"R03C01","431-BG01446",NA
"208139170167_R04C01","431-BG00137","Plate14","D10",208139170167,"R04C01","431-BG00137",NA
"208139170167_R05C01","431-BG01721","Plate14","E10",208139170167,"R05C01","431-BG01721",NA
"208139170167_R06C01","431-BG01740","Plate14","F10",208139170167,"R06C01","431-BG01740",NA
"208139170167_R07C01","431-BG01761","Plate14","G10",208139170167,"R07C01","431-BG01761",NA
"208139170167_R08C01","431-BG01762","Plate14","H10",208139170167,"R08C01","431-BG01762",NA
"208139170112_R01C01","431-BG01717","Plate14","A11",208139170112,"R01C01","431-BG01717",NA
"208139170112_R02C01","431-BG01900","Plate14","B11",208139170112,"R02C01","431-BG01900",NA
"208139170112_R03C01","431-BG01819","Plate14","C11",208139170112,"R03C01","431-BG01819",NA
"208139170112_R04C01","431-BG01718","Plate14","D11",208139170112,"R04C01","431-BG01718",NA
"208139170112_R05C01","431-BG01882","Plate14","E11",208139170112,"R05C01","431-BG01882",NA
"208139170112_R06C01","431-BG01872","Plate14","F11",208139170112,"R06C01","431-BG01872",NA
"208139170112_R07C01","431-BG01802","Plate14","G11",208139170112,"R07C01","431-BG01802",NA
"208139170112_R08C01","431-BG01805","Plate14","H11",208139170112,"R08C01","431-BG01805",NA
"208138740141_R01C01","431-BG01770","Plate14","A12",208138740141,"R01C01","431-BG01770",NA
"208138740141_R02C01","431-BG01848","Plate14","B12",208138740141,"R02C01","431-BG01848",NA
"208138740141_R03C01","431-BG01799","Plate14","C12",208138740141,"R03C01","431-BG01799",NA
"208138740141_R04C01","431-BG01885","Plate14","D12",208138740141,"R04C01","431-BG01885",NA
"208138740141_R05C01","431-BG01869","Plate14","E12",208138740141,"R05C01","431-BG01869",NA
"208138740141_R06C01","431-BG01695","Plate14","F12",208138740141,"R06C01","431-BG01695",NA
"208138740141_R07C01","431-BG01592","Plate14","G12",208138740141,"R07C01","431-BG01592",NA
"208138740141_R08C01","431-BG01876","Plate14","H12",208138740141,"R08C01","431-BG01876",NA
"208139170103_R01C01","431-BG01874","Plate15","A1",208139170103,"R01C01","431-BG01874",NA
"208139170103_R02C01","431-BG01820","Plate15","B1",208139170103,"R02C01","431-BG01820",NA
"208139170103_R03C01","431-BG01851","Plate15","C1",208139170103,"R03C01","431-BG01851",NA
"208139170103_R04C01","431-BG01859","Plate15","D1",208139170103,"R04C01","431-BG01859",NA
"208139170103_R05C01","431-BG01727","Plate15","E1",208139170103,"R05C01","431-BG01727",NA
"208139170103_R06C01","431-BG01797","Plate15","F1",208139170103,"R06C01","431-BG01797",NA
"208139170103_R07C01","431-BG01843","Plate15","G1",208139170103,"R07C01","431-BG01843",NA
"208139170103_R08C01","431-BG01842","Plate15","H1",208139170103,"R08C01","431-BG01842",NA
"208138740096_R01C01","431-BG01850","Plate15","A2",208138740096,"R01C01","431-BG01850",NA
"208138740096_R02C01","431-BG01828","Plate15","B2",208138740096,"R02C01","431-BG01828",NA
"208138740096_R03C01","431-BG01862","Plate15","C2",208138740096,"R03C01","431-BG01862",NA
"208138740096_R04C01","431-BG01879","Plate15","D2",208138740096,"R04C01","431-BG01879",NA
"208138740096_R05C01","431-BG01146","Plate15","E2",208138740096,"R05C01","431-BG01146",NA
"208138740096_R06C01","431-BG01821","Plate15","F2",208138740096,"R06C01","431-BG01821",NA
"208138740096_R07C01","431-BG01752","Plate15","G2",208138740096,"R07C01","431-BG01752",NA
"208138740096_R08C01","431-BG01748","Plate15","H2",208138740096,"R08C01","431-BG01748",NA
"208139170161_R01C01","431-BG01857","Plate15","A3",208139170161,"R01C01","431-BG01857",NA
"208139170161_R02C01","431-BG01840","Plate15","B3",208139170161,"R02C01","431-BG01840",NA
"208139170161_R03C01","431-BG01826","Plate15","C3",208139170161,"R03C01","431-BG01826",NA
"208139170161_R04C01","431-BG01767","Plate15","D3",208139170161,"R04C01","431-BG01767",NA
"208139170161_R05C01","431-BG01806","Plate15","E3",208139170161,"R05C01","431-BG01806",NA
"208139170161_R06C01","431-BG01190","Plate15","F3",208139170161,"R06C01","431-BG01190",NA
"208139170161_R07C01","431-BG01801","Plate15","G3",208139170161,"R07C01","431-BG01801",NA
"208139170161_R08C01","431-BG01898","Plate15","H3",208139170161,"R08C01","431-BG01898",NA
"208139170004_R01C01","431-BG01742","Plate15","A4",208139170004,"R01C01","431-BG01742",NA
"208139170004_R02C01","431-BG01863","Plate15","B4",208139170004,"R02C01","431-BG01863",NA
"208139170004_R03C01","431-BG01810","Plate15","C4",208139170004,"R03C01","431-BG01810",NA
"208139170004_R04C01","431-BG01785","Plate15","D4",208139170004,"R04C01","431-BG01785",NA
"208139170004_R05C01","431-BG01781","Plate15","E4",208139170004,"R05C01","431-BG01781",NA
"208139170004_R06C01","431-BG01706","Plate15","F4",208139170004,"R06C01","431-BG01706",NA
"208139170004_R07C01","431-BG01845","Plate15","G4",208139170004,"R07C01","431-BG01845",NA
"208139170004_R08C01","431-BG01856","Plate15","H4",208139170004,"R08C01","431-BG01856",NA
"208138740158_R01C01","431-BG01809","Plate15","A5",208138740158,"R01C01","431-BG01809",NA
"208138740158_R02C01","431-BG01899","Plate15","B5",208138740158,"R02C01","431-BG01899",NA
"208138740158_R03C01","431-BG01691","Plate15","C5",208138740158,"R03C01","431-BG01691",NA
"208138740158_R04C01","431-BG01855","Plate15","D5",208138740158,"R04C01","431-BG01855",NA
"208138740158_R05C01","431-BG01794","Plate15","E5",208138740158,"R05C01","431-BG01794",NA
"208138740158_R06C01","431-BG01886","Plate15","F5",208138740158,"R06C01","431-BG01886",NA
"208138740158_R07C01","431-BG01813","Plate15","G5",208138740158,"R07C01","431-BG01813",NA
"208138740158_R08C01","431-BG01905","Plate15","H5",208138740158,"R08C01","431-BG01905",NA
"208138740057_R01C01","431-BG01723","Plate15","A6",208138740057,"R01C01","431-BG01723",NA
"208138740057_R02C01","431-BG01889","Plate15","B6",208138740057,"R02C01","431-BG01889",NA
"208138740057_R03C01","431-BG01891","Plate15","C6",208138740057,"R03C01","431-BG01891",NA
"208138740057_R04C01","431-BG01913","Plate15","D6",208138740057,"R04C01","431-BG01913",NA
"208138740057_R05C01","431-BG01912","Plate15","E6",208138740057,"R05C01","431-BG01912",NA
"208138740057_R06C01","431-BG01823","Plate15","F6",208138740057,"R06C01","431-BG01823",NA
"208138740057_R07C01","431-BG01852","Plate15","G6",208138740057,"R07C01","431-BG01852",NA
"208138740057_R08C01","431-BG01143","Plate15","H6",208138740057,"R08C01","431-BG01143",NA
"208139170140_R01C01","431-BG01846","Plate15","A7",208139170140,"R01C01","431-BG01846",NA
"208139170140_R02C01","431-BG01808","Plate15","B7",208139170140,"R02C01","431-BG01808",NA
"208139170140_R03C01","431-BG01766","Plate15","C7",208139170140,"R03C01","431-BG01766",NA
"208139170140_R04C01","431-BG01865","Plate15","D7",208139170140,"R04C01","431-BG01865",NA
"208139170140_R05C01","431-BG01833","Plate15","E7",208139170140,"R05C01","431-BG01833",NA
"208139170140_R06C01","431-BG01803","Plate15","F7",208139170140,"R06C01","431-BG01803",NA
"208139170140_R07C01","431-BG01731","Plate15","G7",208139170140,"R07C01","431-BG01731",NA
"208139170140_R08C01","431-BG01222","Plate15","H7",208139170140,"R08C01","431-BG01222",NA
"208139170125_R01C01","431-BG01866","Plate15","A8",208139170125,"R01C01","431-BG01866",NA
"208139170125_R02C01","431-BG01881","Plate15","B8",208139170125,"R02C01","431-BG01881",NA
"208139170125_R03C01","431-BG01684","Plate15","C8",208139170125,"R03C01","431-BG01684",NA
"208139170125_R04C01","431-BG01887","Plate15","D8",208139170125,"R04C01","431-BG01887",NA
"208139170125_R05C01","431-BG01787","Plate15","E8",208139170125,"R05C01","431-BG01787",NA
"208139170125_R06C01","431-BG01800","Plate15","F8",208139170125,"R06C01","431-BG01800",NA
"208139170125_R07C01","431-BG01769","Plate15","G8",208139170125,"R07C01","431-BG01769",NA
"208139170125_R08C01","431-BG01737","Plate15","H8",208139170125,"R08C01","431-BG01737",NA
"208139170170_R01C01","431-BG01902","Plate15","A9",208139170170,"R01C01","431-BG01902",NA
"208139170170_R02C01","431-BG01883","Plate15","B9",208139170170,"R02C01","431-BG01883",NA
"208139170170_R03C01","431-BG01782","Plate15","C9",208139170170,"R03C01","431-BG01782",NA
"208139170170_R04C01","431-BG01884","Plate15","D9",208139170170,"R04C01","431-BG01884",NA
"208139170170_R05C01","431-BG01815","Plate15","E9",208139170170,"R05C01","431-BG01815",NA
"208139170170_R06C01","431-BG01758","Plate15","F9",208139170170,"R06C01","431-BG01758",NA
"208139170170_R07C01","431-BG01824","Plate15","G9",208139170170,"R07C01","431-BG01824",NA
"208139170170_R08C01","431-BG01772","Plate15","H9",208139170170,"R08C01","431-BG01772",NA
"208139170026_R01C01","431-BG01860","Plate15","A10",208139170026,"R01C01","431-BG01860",NA
"208139170026_R02C01","431-BG01890","Plate15","B10",208139170026,"R02C01","431-BG01890",NA
"208139170026_R03C01","431-BG01732","Plate15","C10",208139170026,"R03C01","431-BG01732",NA
"208139170026_R04C01","431-BG01774","Plate15","D10",208139170026,"R04C01","431-BG01774",NA
"208139170026_R05C01","431-BG01838","Plate15","E10",208139170026,"R05C01","431-BG01838",NA
"208139170026_R06C01","431-BG01827","Plate15","F10",208139170026,"R06C01","431-BG01827",NA
"208139170026_R07C01","431-BG01868","Plate15","G10",208139170026,"R07C01","431-BG01868",NA
"208139170026_R08C01","431-BG01875","Plate15","H10",208139170026,"R08C01","431-BG01875",NA
"208139170116_R01C01","431-BG01877","Plate15","A11",208139170116,"R01C01","431-BG01877",NA
"208139170116_R02C01","431-BG01867","Plate15","B11",208139170116,"R02C01","431-BG01867",NA
"208139170116_R03C01","431-BG01841","Plate15","C11",208139170116,"R03C01","431-BG01841",NA
"208139170116_R04C01","431-BG01864","Plate15","D11",208139170116,"R04C01","431-BG01864",NA
"208139170116_R05C01","431-BG01832","Plate15","E11",208139170116,"R05C01","431-BG01832",NA
"208139170116_R06C01","431-BG01791","Plate15","F11",208139170116,"R06C01","431-BG01791",NA
"208139170116_R07C01","431-BG01836","Plate15","G11",208139170116,"R07C01","431-BG01836",NA
"208139170116_R08C01","431-BG01844","Plate15","H11",208139170116,"R08C01","431-BG01844",NA
"208139170096_R01C01","431-BG01796","Plate15","A12",208139170096,"R01C01","431-BG01796",NA
"208139170096_R02C01","431-BG01763","Plate15","B12",208139170096,"R02C01","431-BG01763",NA
"208139170096_R03C01","431-BG01837","Plate15","C12",208139170096,"R03C01","431-BG01837",NA
"208139170096_R04C01","431-BG01768","Plate15","D12",208139170096,"R04C01","431-BG01768",NA
"208139170096_R05C01","431-BG01814","Plate15","E12",208139170096,"R05C01","431-BG01814",NA
"208139170096_R06C01","431-BG01711","Plate15","F12",208139170096,"R06C01","431-BG01711",NA
"208139170096_R07C01","431-BG01786","Plate15","G12",208139170096,"R07C01","431-BG01786",NA
"208139170096_R08C01","431-BG01847","Plate15","H12",208139170096,"R08C01","431-BG01847",NA
"208139170101_R01C01","431-BG01789","Plate16","A1",208139170101,"R01C01","431-BG01789",NA
"208139170101_R02C01","431-BG01878","Plate16","B1",208139170101,"R02C01","431-BG01878",NA
"208139170101_R03C01","431-BG01807","Plate16","C1",208139170101,"R03C01","431-BG01807",NA
"208139170101_R04C01","431-BG01854","Plate16","D1",208139170101,"R04C01","431-BG01854",NA
"208139170101_R05C01","431-BG01858","Plate16","E1",208139170101,"R05C01","431-BG01858",NA
"208139170101_R06C01","431-BG01733","Plate16","F1",208139170101,"R06C01","431-BG01733",NA
"208139170101_R07C01","431-BG01888","Plate16","G1",208139170101,"R07C01","431-BG01888",NA
"208139170101_R08C01","431-BG01709","Plate16","H1",208139170101,"R08C01","431-BG01709",NA
"208144140101_R01C01","431-BG02083","Plate16","A2",208144140101,"R01C01","431-BG02083",NA
"208144140101_R02C01","431-BG02082","Plate16","B2",208144140101,"R02C01","431-BG02082",NA
"208144140101_R03C01","431-BG02043","Plate16","C2",208144140101,"R03C01","431-BG02043",NA
"208144140101_R04C01","431-BG02077","Plate16","D2",208144140101,"R04C01","431-BG02077",NA
"208144140101_R05C01","431-BG01965","Plate16","E2",208144140101,"R05C01","431-BG01965",NA
"208144140101_R06C01","431-BG02081","Plate16","F2",208144140101,"R06C01","431-BG02081",NA
"208144140101_R07C01","431-BG02086","Plate16","G2",208144140101,"R07C01","431-BG02086",NA
"208144140101_R08C01","431-BG02090","Plate16","H2",208144140101,"R08C01","431-BG02090",NA
"208139170053_R01C01","431-BG02097","Plate16","A3",208139170053,"R01C01","431-BG02097",NA
"208139170053_R02C01","431-BG02052","Plate16","B3",208139170053,"R02C01","431-BG02052",NA
"208139170053_R03C01","431-BG01988","Plate16","C3",208139170053,"R03C01","431-BG01988",NA
"208139170053_R04C01","431-BG02053","Plate16","D3",208139170053,"R04C01","431-BG02053",NA
"208139170053_R05C01","431-BG02076","Plate16","E3",208139170053,"R05C01","431-BG02076",NA
"208139170053_R06C01","431-BG02005","Plate16","F3",208139170053,"R06C01","431-BG02005",NA
"208139170053_R07C01","431-BG02007","Plate16","G3",208139170053,"R07C01","431-BG02007",NA
"208139170053_R08C01","431-BG02008","Plate16","H3",208139170053,"R08C01","431-BG02008",NA
"208139170080_R01C01","431-BG02093","Plate16","A4",208139170080,"R01C01","431-BG02093",NA
"208139170080_R02C01","431-BG02006","Plate16","B4",208139170080,"R02C01","431-BG02006",NA
"208139170080_R03C01","431-BG02013","Plate16","C4",208139170080,"R03C01","431-BG02013",NA
"208139170080_R04C01","431-BG02012","Plate16","D4",208139170080,"R04C01","431-BG02012",NA
"208139170080_R05C01","431-BG02089","Plate16","E4",208139170080,"R05C01","431-BG02089",NA
"208139170080_R06C01","431-BG02011","Plate16","F4",208139170080,"R06C01","431-BG02011",NA
"208139170080_R07C01","431-BG01975","Plate16","G4",208139170080,"R07C01","431-BG01975",NA
"208139170080_R08C01","431-BG01991","Plate16","H4",208139170080,"R08C01","431-BG01991",NA
"208139170042_R01C01","431-BG01989","Plate16","A5",208139170042,"R01C01","431-BG01989",NA
"208139170042_R02C01","431-BG01973","Plate16","B5",208139170042,"R02C01","431-BG01973",NA
"208139170042_R03C01","431-BG01980","Plate16","C5",208139170042,"R03C01","431-BG01980",NA
"208139170042_R04C01","431-BG02062","Plate16","D5",208139170042,"R04C01","431-BG02062",NA
"208139170042_R05C01","431-BG02071","Plate16","E5",208139170042,"R05C01","431-BG02071",NA
"208139170042_R06C01","431-BG02060","Plate16","F5",208139170042,"R06C01","431-BG02060",NA
"208139170042_R07C01","431-BG02080","Plate16","G5",208139170042,"R07C01","431-BG02080",NA
"208139170042_R08C01","431-BG02059","Plate16","H5",208139170042,"R08C01","431-BG02059",NA
"208144140050_R01C01","431-BG02058","Plate16","A6",208144140050,"R01C01","431-BG02058",NA
"208144140050_R02C01","431-BG02068","Plate16","B6",208144140050,"R02C01","431-BG02068",NA
"208144140050_R03C01","431-BG02063","Plate16","C6",208144140050,"R03C01","431-BG02063",NA
"208144140050_R04C01","431-BG02070","Plate16","D6",208144140050,"R04C01","431-BG02070",NA
"208144140050_R05C01","431-BG02074","Plate16","E6",208144140050,"R05C01","431-BG02074",NA
"208144140050_R06C01","431-BG02056","Plate16","F6",208144140050,"R06C01","431-BG02056",NA
"208144140050_R07C01","431-BG02069","Plate16","G6",208144140050,"R07C01","431-BG02069",NA
"208144140050_R08C01","431-BG09003","Plate16","H6",208144140050,"R08C01","431-BG09003",NA
"208138740144_R01C01","431-BG02051","Plate16","A7",208138740144,"R01C01","431-BG02051",NA
"208138740144_R02C01","431-BG01970","Plate16","B7",208138740144,"R02C01","431-BG01970",NA
"208138740144_R03C01","431-BG01931","Plate16","C7",208138740144,"R03C01","431-BG01931",NA
"208138740144_R04C01","431-BG01981","Plate16","D7",208138740144,"R04C01","431-BG01981",NA
"208138740144_R05C01","431-BG02072","Plate16","E7",208138740144,"R05C01","431-BG02072",NA
"208138740144_R06C01","431-BG01957","Plate16","F7",208138740144,"R06C01","431-BG01957",NA
"208138740144_R07C01","431-BG01984","Plate16","G7",208138740144,"R07C01","431-BG01984",NA
"208138740144_R08C01","431-BG02067","Plate16","H7",208138740144,"R08C01","431-BG02067",NA
"208144140102_R01C01","431-BG01964","Plate16","A8",208144140102,"R01C01","431-BG01964",NA
"208144140102_R02C01","431-BG01992","Plate16","B8",208144140102,"R02C01","431-BG01992",NA
"208144140102_R03C01","431-BG01969","Plate16","C8",208144140102,"R03C01","431-BG01969",NA
"208144140102_R04C01","431-BG01966","Plate16","D8",208144140102,"R04C01","431-BG01966",NA
"208144140102_R05C01","431-BG02004","Plate16","E8",208144140102,"R05C01","431-BG02004",NA
"208144140102_R06C01","431-BG01960","Plate16","F8",208144140102,"R06C01","431-BG01960",NA
"208144140102_R07C01","431-BG01971","Plate16","G8",208144140102,"R07C01","431-BG01971",NA
"208144140102_R08C01","431-BG01963","Plate16","H8",208144140102,"R08C01","431-BG01963",NA
"208144140100_R01C01","431-BG02009","Plate16","A9",208144140100,"R01C01","431-BG02009",NA
"208144140100_R02C01","431-BG01953","Plate16","B9",208144140100,"R02C01","431-BG01953",NA
"208144140100_R03C01","431-BG01959","Plate16","C9",208144140100,"R03C01","431-BG01959",NA
"208144140100_R04C01","431-BG01993","Plate16","D9",208144140100,"R04C01","431-BG01993",NA
"208144140100_R05C01","431-BG01720","Plate16","E9",208144140100,"R05C01","431-BG01720",NA
"208144140100_R06C01","431-BG01999","Plate16","F9",208144140100,"R06C01","431-BG01999",NA
"208144140100_R07C01","431-BG02000","Plate16","G9",208144140100,"R07C01","431-BG02000",NA
"208144140100_R08C01","431-BG01939","Plate16","H9",208144140100,"R08C01","431-BG01939",NA
"208139170164_R01C01","431-BG01986","Plate16","A10",208139170164,"R01C01","431-BG01986",NA
"208139170164_R02C01","431-BG01915","Plate16","B10",208139170164,"R02C01","431-BG01915",NA
"208139170164_R03C01","431-BG01972","Plate16","C10",208139170164,"R03C01","431-BG01972",NA
"208139170164_R04C01","431-BG01165","Plate16","D10",208139170164,"R04C01","431-BG01165",NA
"208139170164_R05C01","431-BG01977","Plate16","E10",208139170164,"R05C01","431-BG01977",NA
"208139170164_R06C01","431-BG01947","Plate16","F10",208139170164,"R06C01","431-BG01947",NA
"208139170164_R07C01","431-BG01987","Plate16","G10",208139170164,"R07C01","431-BG01987",NA
"208139170164_R08C01","431-BG01950","Plate16","H10",208139170164,"R08C01","431-BG01950",NA
"208139170011_R01C01","431-BG01949","Plate16","A11",208139170011,"R01C01","431-BG01949",NA
"208139170011_R02C01","431-BG01942","Plate16","B11",208139170011,"R02C01","431-BG01942",NA
"208139170011_R03C01","431-BG01954","Plate16","C11",208139170011,"R03C01","431-BG01954",NA
"208139170011_R04C01","431-BG01978","Plate16","D11",208139170011,"R04C01","431-BG01978",NA
"208139170011_R05C01","431-BG01955","Plate16","E11",208139170011,"R05C01","431-BG01955",NA
"208139170011_R06C01","431-BG01943","Plate16","F11",208139170011,"R06C01","431-BG01943",NA
"208139170011_R07C01","431-BG01958","Plate16","G11",208139170011,"R07C01","431-BG01958",NA
"208139170011_R08C01","431-BG01946","Plate16","H11",208139170011,"R08C01","431-BG01946",NA
"208139170163_R01C01","431-BG01983","Plate16","A12",208139170163,"R01C01","431-BG01983",NA
"208139170163_R02C01","431-BG01948","Plate16","B12",208139170163,"R02C01","431-BG01948",NA
"208139170163_R03C01","431-BG01952","Plate16","C12",208139170163,"R03C01","431-BG01952",NA
"208139170163_R04C01","431-BG01894","Plate16","D12",208139170163,"R04C01","431-BG01894",NA
"208139170163_R05C01","431-BG01908","Plate16","E12",208139170163,"R05C01","431-BG01908",NA
"208139170163_R06C01","431-BG01933","Plate16","F12",208139170163,"R06C01","431-BG01933",NA
"208139170163_R07C01","431-BG01935","Plate16","G12",208139170163,"R07C01","431-BG01935",NA
"208139170163_R08C01","431-BG01944","Plate16","H12",208139170163,"R08C01","431-BG01944",NA
"208139170061_R01C01","431-BG01940","Plate17","A1",208139170061,"R01C01","431-BG01940",NA
"208139170061_R02C01","431-BG01903","Plate17","B1",208139170061,"R02C01","431-BG01903",NA
"208139170061_R03C01","431-BG01951","Plate17","C1",208139170061,"R03C01","431-BG01951",NA
"208139170061_R04C01","431-BG01936","Plate17","D1",208139170061,"R04C01","431-BG01936",NA
"208139170061_R05C01","431-BG01923","Plate17","E1",208139170061,"R05C01","431-BG01923",NA
"208139170061_R06C01","431-BG01910","Plate17","F1",208139170061,"R06C01","431-BG01910",NA
"208139170061_R07C01","431-BG01909","Plate17","G1",208139170061,"R07C01","431-BG01909",NA
"208139170061_R08C01","431-BG01907","Plate17","H1",208139170061,"R08C01","431-BG01907",NA
"208139170145_R01C01","431-BG01849","Plate17","A2",208139170145,"R01C01","431-BG01849",NA
"208139170145_R02C01","431-BG09000","Plate17","B2",208139170145,"R02C01","431-BG09000",NA
"208139170145_R03C01","431-BG09002","Plate17","C2",208139170145,"R03C01","431-BG09002",NA
"208139170145_R04C01","431-BG09001","Plate17","D2",208139170145,"R04C01","431-BG09001",NA
"208139170145_R05C01","431-BG01906","Plate17","E2",208139170145,"R05C01","431-BG01906",NA
"208139170145_R06C01","431-BG01937","Plate17","F2",208139170145,"R06C01","431-BG01937",NA
"208139170145_R07C01","431-BG01928","Plate17","G2",208139170145,"R07C01","431-BG01928",NA
"208139170145_R08C01","431-BG01771","Plate17","H2",208139170145,"R08C01","431-BG01771",NA
"208139170062_R01C01","431-BG01914","Plate17","A3",208139170062,"R01C01","431-BG01914",NA
"208139170062_R02C01","431-BG01719","Plate17","B3",208139170062,"R02C01","431-BG01719",NA
"208139170062_R03C01","431-BG01893","Plate17","C3",208139170062,"R03C01","431-BG01893",NA
"208139170062_R04C01","431-BG01918","Plate17","D3",208139170062,"R04C01","431-BG01918",NA
"208139170062_R05C01","431-BG01932","Plate17","E3",208139170062,"R05C01","431-BG01932",NA
"208139170062_R06C01","431-BG01921","Plate17","F3",208139170062,"R06C01","431-BG01921",NA
"208139170062_R07C01","431-BG01897","Plate17","G3",208139170062,"R07C01","431-BG01897",NA
"208139170062_R08C01","431-BG01904","Plate17","H3",208139170062,"R08C01","431-BG01904",NA
"208139170114_R01C01","431-BG01896","Plate17","A4",208139170114,"R01C01","431-BG01896",NA
"208139170114_R02C01","431-BG01895","Plate17","B4",208139170114,"R02C01","431-BG01895",NA
"208139170114_R03C01","431-BG01892","Plate17","C4",208139170114,"R03C01","431-BG01892",NA
"208139170114_R04C01","431-BG01880","Plate17","D4",208139170114,"R04C01","431-BG01880",NA
"208139170114_R05C01","431-BG01818","Plate17","E4",208139170114,"R05C01","431-BG01818",NA
"208139170114_R06C01","431-BG01817","Plate17","F4",208139170114,"R06C01","431-BG01817",NA
"208139170114_R07C01","431-BG01920","Plate17","G4",208139170114,"R07C01","431-BG01920",NA
"208139170114_R08C01","431-BG01919","Plate17","H4",208139170114,"R08C01","431-BG01919",NA
"208139170136_R01C01","431-BG01901","Plate17","A5",208139170136,"R01C01","431-BG01901",NA
"208139170136_R02C01","431-BG02419","Plate17","B5",208139170136,"R02C01","431-BG02419",NA
"208139170136_R03C01","431-BG02377","Plate17","C5",208139170136,"R03C01","431-BG02377",NA
"208139170136_R04C01","431-BG02381","Plate17","D5",208139170136,"R04C01","431-BG02381",NA
"208139170136_R05C01","431-BG02353","Plate17","E5",208139170136,"R05C01","431-BG02353",NA
"208139170136_R06C01","431-BG02304","Plate17","F5",208139170136,"R06C01","431-BG02304",NA
"208139170136_R07C01","431-BG02350","Plate17","G5",208139170136,"R07C01","431-BG02350",NA
"208139170136_R08C01","431-BG02336","Plate17","H5",208139170136,"R08C01","431-BG02336",NA
"208139170105_R01C01","431-BG02318","Plate17","A6",208139170105,"R01C01","431-BG02318",NA
"208139170105_R02C01","431-BG02295","Plate17","B6",208139170105,"R02C01","431-BG02295",NA
"208139170105_R03C01","431-BG02245","Plate17","C6",208139170105,"R03C01","431-BG02245",NA
"208139170105_R04C01","431-BG02340","Plate17","D6",208139170105,"R04C01","431-BG02340",NA
"208139170105_R05C01","431-BG02201","Plate17","E6",208139170105,"R05C01","431-BG02201",NA
"208139170105_R06C01","431-BG02326","Plate17","F6",208139170105,"R06C01","431-BG02326",NA
"208139170105_R07C01","431-BG02348","Plate17","G6",208139170105,"R07C01","431-BG02348",NA
"208139170105_R08C01","431-BG02248","Plate17","H6",208139170105,"R08C01","431-BG02248",NA
"208139170063_R01C01","431-BG02299","Plate17","A7",208139170063,"R01C01","431-BG02299",NA
"208139170063_R02C01","431-BG03003","Plate17","B7",208139170063,"R02C01","431-BG03003",NA
"208139170063_R03C01","431-BG02208","Plate17","C7",208139170063,"R03C01","431-BG02208",NA
"208139170063_R04C01","431-BG02169","Plate17","D7",208139170063,"R04C01","431-BG02169",NA
"208139170063_R05C01","431-BG02331","Plate17","E7",208139170063,"R05C01","431-BG02331",NA
"208139170063_R06C01","431-BG02258","Plate17","F7",208139170063,"R06C01","431-BG02258",NA
