         6576 function calls (6558 primitive calls) in 1.229 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2082    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:50(__getitem__)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/reshape/merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:1(<module>)
       52    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/strings/accessor.py:126(_forbid_nonstring_types)
      397    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/sql.py:1(<module>)
     1697    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      450    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/sre_parse.py:255(get)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/compat/pyarrow.py:1(<module>)
       42    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/ops/docstrings.py:7(make_flex_doc)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/internals/ops.py:1(<module>)
      808    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/period.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/pytz/lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:690(DatetimeTZDtype)
      739    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/sre_parse.py:234(__next)
      337    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/window/rolling.py:884(Window)
       13    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/computation/expr.py:188(_filter_nodes)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1(<module>)
      565    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:705(__eq__)
     1449    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/enum.py:678(__new__)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/groupby/generic.py:1329(DataFrameGroupBy)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/_config/dates.py:1(<module>)
   121/86    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:1247(__hash__)
      125    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/computation/expr.py:192(<genexpr>)
     1696    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:66(RangeIndex)
        7    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:1549(__init_subclass__)
      117    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:66(get_annotations)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/parsers/base_parser.py:1(<module>)
      294    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:1875(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/_strptime.py:152(__calc_timezone)
       38    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/sre_parse.py:97(closegroup)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/version.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/extension.py:125(wrapper)
        8    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/enum.py:165(__prepare__)
      131    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/computation/expr.py:181(<genexpr>)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/_mixins.py:92(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/excel/_calamine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/accessor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method time.tzset}
      102    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/threading.py:1169(is_alive)
      296    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        3    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/dataclasses.py:587(_repr_fn)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/dtypes/generic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/tqdm/std.py:329(status_printer)
       84    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/pytz/lazy.py:149(lazy)
     2445    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:2698(kind)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/period.py:1(<module>)
       98    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:1993(_signature_is_builtin)
        7    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/tqdm/utils.py:341(disp_trim)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arraylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/computation/pytables.py:1(<module>)
      206    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:56(read)
       17    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/dtypes/generic.py:36(create_pandas_abc_type)
      101    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/enum.py:470(__setattr__)
        2    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/textwrap.py:389(fill)
      290    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
     2039    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:2686(name)
        3    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/computation/expr.py:280(disallowed)
        2    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/pytz/lazy.py:84(__new__)
        8    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/enum.py:222(<setcomp>)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/numexpr/utils.py:119(_init_num_threads)
       48    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/util.py:138(_stringify_path)
       15    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/dtypes/base.py:549(find)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/compat/compressors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/pytz/exceptions.py:1(<module>)
      362    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
     1469    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/datetimelike.py:430(DatetimeTimedeltaMixin)
        2    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/textwrap.py:364(fill)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/datetimelike.py:87(DatetimeIndexOpsMixin)
     2134    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arraylike.py:31(OpsMixin)
      194    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:35(__init__)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/excel/_xlrd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/textwrap.py:350(wrap)
      215    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:632(_is_wrapper)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:945(PeriodDtype)
       17    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/contextlib.py:252(contextmanager)
        1    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/pytz/tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/datetimelike.py:196(DatetimeLikeArrayMixin)
       97    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:192(_strip)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/timedeltas.py:103(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/excel/_openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/groupby/indexing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/period.py:80(PeriodIndex)
      613    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:1022(<genexpr>)
      870    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       26    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:722(__init__)
        1    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/dateutil/tz/tz.py:458(__init__)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/pytables.py:4836(AppendableMultiFrameTable)
        6    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/_strptime.py:219(__seqToRE)
       95    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/accessor.py:94(_create_delegator_property)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/parsers/base_parser.py:101(ParserBase)
      106    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/extension.py:32(_inherit_from_data)
      986    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/integer.py:1(<module>)
       41    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:284(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/dataclasses.py:598(_frozen_get_del_attr)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/parsers/python_parser.py:1(<module>)
     1912    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       11    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/dataclasses.py:722(_get_field)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/stata.py:823(StataMissingValue)
      206    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:21(strip_blank_lines)
      204    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:1242(__eq__)
      359    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/numpy/_core/_multiarray_umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:764(BaseGroupBy)
       34    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/generic.py:13608(make_doc)
        1    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/numexpr/utils.py:101(set_num_threads)
      261    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/compute.py:236(_make_generic_wrapper)
      194    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 {built-in method numexpr.interpreter._set_num_threads}
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/base.py:284(IndexOpsMixin)
        1    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/_strptime.py:88(__calc_month)
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
      319    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/sre_parse.py:250(match)
      584    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       64    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/util/_decorators.py:443(__call__)
        1    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/zoneinfo/_tzpath.py:1(<module>)
      359    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
      290    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       26    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/threading.py:236(__init__)
