         6576 function calls (6558 primitive calls) in 1.229 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:1(<module>)
       97    0.000    0.000    0.002    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:362(_parse_summary)
     1337    0.001    0.000    0.002    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:986(__setattr__)
       43    0.000    0.000    0.002    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:407(__getitem__)
        8    0.000    0.000    0.002    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/tqdm/std.py:342(fp_write)
        1    0.000    0.000    0.002    0.002 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/series.py:263(Series)
      835    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        1    0.000    0.000    0.002    0.002 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/bottleneck/benchmark/bench.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/_testing/asserters.py:1(<module>)
      303    0.000    0.000    0.002    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:558(dedent_lines)
     1383    0.001    0.000    0.002    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:2636(__init__)
       41    0.000    0.000    0.002    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:532(Literal)
     1449    0.002    0.000    0.002    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/enum.py:359(__call__)
       77    0.000    0.000    0.002    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/abc.py:105(__new__)
     6182    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
    18767    0.002    0.000    0.002    0.000 {built-in method builtins.isinstance}
       19    0.000    0.000    0.002    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/util/_decorators.py:294(decorate)
      350    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
        3    0.000    0.000    0.002    0.001 /u/local/apps/anaconda3/2023.03/lib/python3.10/dataclasses.py:1174(wrap)
        3    0.000    0.000    0.002    0.001 /u/local/apps/anaconda3/2023.03/lib/python3.10/dataclasses.py:881(_process_class)
      430    0.001    0.000    0.002    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:74(read_to_condition)
     1599    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x745520}
     2355    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
        1    0.000    0.000    0.002    0.002 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/computation/expr.py:1(<module>)
      835    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:125(release)
      296    0.000    0.000    0.002    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:515(<genexpr>)
        1    0.000    0.000    0.002    0.002 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/strings/accessor.py:1(<module>)
      495    0.001    0.000    0.002    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:2919(__init__)
        1    0.000    0.000    0.002    0.002 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/strings/accessor.py:157(StringMethods)
      194    0.000    0.000    0.002    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:216(_read_sections)
      469    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
        1    0.000    0.000    0.002    0.002 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexers/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/datetimelike.py:1(<module>)
      835    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:100(acquire)
       13    0.001    0.000    0.002    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/collections/__init__.py:328(namedtuple)
      321    0.001    0.000    0.002    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:174(_is_at_section)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/reshape/melt.py:1(<module>)
      290    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/window/rolling.py:1(<module>)
       15    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/sre_compile.py:622(_code)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/_mixins.py:1(<module>)
      104    0.000    0.000    0.001    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:205(_read_to_next_section)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:118(NumpyDocString)
      771    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      350    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
      362    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
       16    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/dataclasses.py:412(_create_fn)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/util/version/__init__.py:336(Version)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/internals/api.py:1(<module>)
      580    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        2    0.000    0.000    0.001    0.001 /u/local/apps/anaconda3/2023.03/lib/python3.10/enum.py:980(__or__)
       47    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
       63    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/abc.py:110(register)
      224    0.000    0.000    0.001    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:84(read_to_next_empty_line)
       26    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/threading.py:545(__init__)
       63    0.000    0.000    0.001    0.000 {built-in method _abc._abc_register}
      328    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:137(_type_convert)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexers/objects.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/computation/ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/groupby/base.py:1(<module>)
      150    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:947(__init__)
        1    0.000    0.000    0.001    0.001 /u/local/apps/anaconda3/2023.03/lib/python3.10/tarfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/parsers/arrow_parser_wrapper.py:1(<module>)
   442/64    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/abc.py:121(__subclasscheck__)
        8    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/enum.py:180(__new__)
   442/64    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/util/hashing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/pickle.py:1(<module>)
     1340    0.001    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:935(_is_dunder)
     4234    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.001    0.001 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/numexpr/utils.py:1(<module>)
   129/15    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/sre_compile.py:87(_compile)
       76    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/ipykernel/iostream.py:202(schedule)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1(<module>)
      836    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
       25    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/ipykernel/iostream.py:526(write)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/dtypes/base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/window/rolling.py:1855(Rolling)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/string_arrow.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/floating.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/category.py:1(<module>)
       97    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:664(__init__)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/interchange/from_dataframe.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/window/expanding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/_testing/_io.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/dateutil/tz/tz.py:1552(__call__)
      206    0.000    0.000    0.001    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:92(read_to_next_unindented_line)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/config_init.py:1(<module>)
      270    0.000    0.000    0.001    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/util/_decorators.py:379(<listcomp>)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/window/expanding.py:51(Expanding)
        5    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:2267(__new__)
        1    0.000    0.000    0.001    0.001 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/dateutil/tz/tz.py:1590(nocache)
       72    0.000    0.000    0.001    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/_config/config.py:811(inner)
      493    0.000    0.000    0.001    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/typing_extensions.py:2976(_is_unpacked_typevartuple)
     9995    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
       25    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/ipykernel/iostream.py:456(_schedule_flush)
        1    0.000    0.000    0.001    0.001 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/tqdm/std.py:846(__init__)
        5    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:2247(_make_nmtuple)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/dtypes/concat.py:1(<module>)
       97    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/resample.py:1(<module>)
     3572    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
       72    0.000    0.000    0.001    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/_config/config.py:491(register_option)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/computation/align.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/dataclasses.py:527(_init_fn)
        1    0.000    0.000    0.001    0.001 /u/local/apps/anaconda3/2023.03/lib/python3.10/_strptime.py:173(__init__)
      290    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/api/types/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/interval.py:186(IntervalArray)
       19    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:1323(__class_getitem__)
       13    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
     1552    0.001    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/copy.py:243(_keep_alive)
       76    0.001    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/zmq/sugar/socket.py:543(send)
        1    0.000    0.000    0.001    0.001 /u/local/apps/anaconda3/2023.03/lib/python3.10/genericpath.py:27(isfile)
      612    0.000    0.000    0.001    0.000 {built-in method builtins.max}
      210    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/functools.py:35(update_wrapper)
        1    0.000    0.000    0.001    0.001 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/numexpr/expressions.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/dataclasses.py:1156(dataclass)
      291    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
       47    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/interchange/dataframe_protocol.py:1(<module>)
9410/9272    0.001    0.000    0.001    0.000 {built-in method builtins.len}
       80    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:267(_remove_dups_flatten)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:1225(GroupBy)
      522    0.000    0.000    0.001    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/compute.py:106(_get_arg_names)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/plotting/_core.py:1(<module>)
     8679    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
     1813    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:897(__exit__)
      870    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
     2085    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      493    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:1902(get_origin)
     2550    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
     1358    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/copy.py:201(_deepcopy_list)
      290    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
     1813    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:893(__enter__)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/resample.py:121(Resampler)
      292    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:2005(_signature_is_functionlike)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:320(Index)
     2534    0.000    0.000    0.001    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:71(eof)
        1    0.001    0.001    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:155(CategoricalDtype)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/stata.py:1(<module>)
      101    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/enum.py:89(__setitem__)
      261    0.000    0.000    0.001    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/compute.py:203(_get_options_class)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/groupby/generic.py:154(SeriesGroupBy)
       12    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:1194(__getitem__)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/multi.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /u/local/apps/anaconda3/2023.03/lib/python3.10/_strptime.py:49(__init__)
      359    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
      299    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       20    0.000    0.000    0.001    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/util/version/__init__.py:339(__init__)
        1    0.000    0.000    0.001    0.001 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/formats/info.py:1(<module>)
       98    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:1967(_signature_bound_method)
       54    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/numexpr/expressions.py:75(ophelper)
      545    0.000    0.000    0.001    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:64(seek_next_non_empty_line)
       29    0.000    0.000    0.001    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/numexpr/expressions.py:183(func)
      359    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:71(__init__)
       19    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/util/_decorators.py:307(<listcomp>)
       22    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/tqdm/utils.py:333(disp_len)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/accessors.py:1(<module>)
     2033    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:2338(__new__)
      172    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/typing_extensions.py:2954(_has_generic_or_protocol_as_origin)
        9    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:1208(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/html.py:1(<module>)
     5292    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/multi.py:227(MultiIndex)
      359    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/rapids_dask_dependency/dask_loader.py:57(find_spec)
      117    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:3013(replace)
      546    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:93(is_unindented)
       22    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/tqdm/utils.py:329(_text_width)
     7104    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      188    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/re.py:187(match)
       47    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/xml.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:523(Optional)
     1160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       77    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/plotting/_core.py:639(PlotAccessor)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/datetimes.py:106(DatetimeIndex)
       13    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/accessor.py:176(add_delegate_accessors)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/reshape/pivot.py:1(<module>)
      359    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/_distutils_hack/__init__.py:89(find_spec)
      121    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:253(_deduplicate)
       13    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/accessor.py:63(_add_delegate_accessors)
       47    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:1350(__init_subclass__)
        5    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:2249(<dictcomp>)
      215    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:612(unwrap)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/masked.py:107(BaseMaskedArray)
       16    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/window/doc.py:93(window_agg_numba_parameters)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/indexes/interval.py:159(IntervalIndex)
       26    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:801(__init__)
        8    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/nanops.py:68(__init__)
      183    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/inspect.py:2702(replace)
      493    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/typing_extensions.py:154(_should_collect_from_parameters)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/arrow/array.py:237(ArrowExtensionArray)
        9    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:1188(copy_with)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:1164(IntervalDtype)
        6    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/typing.py:2356(<dictcomp>)
       23    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/nanops.py:70(<genexpr>)
     3007    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       64    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/ops/common.py:37(wrapper)
     4531    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       15    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1596(pandas_dtype)
     1167    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/pytz/lazy.py:139(__new__)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/arrays/datetimelike.py:1938(TimelikeOps)
     3007    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/errors/__init__.py:1(<module>)
      290    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
       64    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/ops/common.py:43(_unpack_zerodim_and_defer)
     1177    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:87(is_empty)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/base.py:1(<module>)
     1334    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/site-packages/tqdm/utils.py:330(<genexpr>)
      891    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/sre_parse.py:165(__getitem__)
      367    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/core/window/ewm.py:133(ExponentialMovingWindow)
       15    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/sre_compile.py:560(_compile_info)
      471    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pyarrow/vendored/docscrape.py:97(peek)
        1    0.000    0.000    0.000    0.000 /u/home/c/cobeaman/.local/lib/python3.10/site-packages/pandas/io/parquet.py:1(<module>)
       48    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/sre_compile.py:292(_optimize_charset)
        7    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/dataclasses.py:623(_cmp_fn)
      359    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
   167/53    0.000    0.000    0.000    0.000 /u/local/apps/anaconda3/2023.03/lib/python3.10/sre_parse.py:175(getwidth)
      359    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
